#/////////////////////////////////////,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# -----START OF METADATA -----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# TITLE: Brief title for entire data set,"Species richness of stoneflies (Insecta: Plecoptera), with an emphasis on the Appalachian region",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATE: date of creation of data set,15-Sep-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# AUTHOR: author/owner of data,Phillip Hogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# AUTHOR EMAIL:,pnhogan2@illinois.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# AUTHOR ADDRESS:,https://orcid.org/0000-0002-6546-272X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# AUTHOR WEBSITE: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# OWNERSHIP: Information on who owns/controls the data ,Phillip Hogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLLABORATORS: One or more lines identifying others who collected/own data,Scott Grubbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# FUNDING SOURCES: Grant numbers or funding sources for acknowlegment,Western Kentucky University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# REPOSITORY: One or more lines for GitHub, Dryad, or permanent web repositories where data set can be accessed",https://datadryad.org/stash/dataset/doi:10.5061/dryad.hdr7sqvmg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CITATIONS: One or more lines for publications that cite or use these data,"Hogan, Phillip; Grubbs, Scott (2022). Data from: Distributional trends and species richness of Maryland, USA stoneflies (Insecta: Plecoptera), with an emphasis on the Appalachian region [Dataset]. Dryad. https://doi.org/10.5061/dryad.hdr7sqvmg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# SAMPLING LOCATIONS: One or more lines about where data were collected; GPS for individual sites should be data columns,"Appalachian Region, Maryland (USA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# SAMPLING TIMES: One more lines on when data were collected,1990's and 2020-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# VARIABLE DESCRIPTION: One line for each column in the data set stating what it is and what the units of measurement are,Type: What kind of collection this individual was,kingdom,phylum,class,order,family,genus,specificEpithet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# MISSING DATA: One or more lines for each variable describing the source of NA values throughout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATA TRACK CHANGES LOG (use this section to record any changes to the data set after it is created),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATE:              # CHANGES:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATE:              # CHANGES:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATE:              # CHANGES:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#DATE:              #CHANGES:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ----- END OF METADATA -----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#/////////////////////////////////////,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ----- START OF DATA -----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Type,ownerInstitutionCode,catalogNumber,kingdom,phylum,class,order,family,genus,specificEpithet,scientificNameAuthorship,vernacularName,taxonomicStatus,taxonRank,typeStatus,identifiedBy,dateIdentified,eventDate,month,day,year,preparation,recordedBy,fieldNumber,habitat,basisOfRecord,adultMale,adultFemale,immatureNymph,1uvium,individualCount,sex,lifeStage,country,countryCode,stateProvince,county,waterBody,locality,coordinateUncertaintyInMeters,geodeticDatum,georeferencedBy,georeferenceSources,datasetName,accessRights,notes,elevation_m,decimalLongitude,decimalLatitude
207,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,illinoensis,"Frison, 1935",Illinois Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/17/1996,3,17,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,10,6,0,0,16,"male, female, ",adult,USA,US,Maryland,Garrett,Pine Swamp Run,"Pine Swamp Rd., 2 mi W Westernport Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,768,-79.10183,39.55218
208,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,illinoensis,"Frison, 1935",Illinois Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/28/1996,2,28,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,18,5,0,0,23,"male, female, ",adult,USA,US,Maryland,Garrett,Pine Swamp Run,"Pine Swamp Rd., 2 mi W Westernport Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,768,-79.10183,39.55218
209,Collection,INHS,Plecoptera 9439,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,maria,"Hanson, 1942",Two-knobbed Snowfly,accepted,species,not type,G.L. Rotramel,1964,2/13/1938,2,13,1938,Vial,R.E. Yeatter,,,,1,0,0,0,1,,,USA,US,Maryland,Allegany,,10 mi E Cumberland,10000,,,,Maryland Plecoptera Project,No restrictions,,337,-78.6323,39.653
210,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,maria,"Hanson, 1942",Two-knobbed Snowfly,accepted,species,not type,P.N. Hogan,2020,3/11/2020,3,11,2020,vial,P.N. Hogan,PNH-061-20,stream,Preservedspecimen,0,5,0,0,5,female,adult,USA,US,Maryland,Allegany,Town Creek,0.3 mi from Monte Notte Lane,10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,211,-78.56272,39.64399
211,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,maria,"Hanson, 1942",Two-knobbed Snowfly,accepted,species,not type,P.N. Hogan,2020,3/11/2020,3,11,2020,vial,P.N. Hogan,PNH-056-20,stream,Preservedspecimen,1,1,0,0,2,"male, female",adult,USA,US,Maryland,Allegany,Sideling Hill Creek,"Ziegler Rd., past National Guard Base",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,135,-78.34407,39.64959
212,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,maria,"Hanson, 1942",Two-knobbed Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/18/1995,2,18,1995,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,0,0,0,1,male,adult,USA,US,Maryland,Allegany,Sideling Hill Creek,"High Germany Rd., Nature Conservancy",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,193,-78.33145,39.70867
213,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,maria,"Hanson, 1942",Two-knobbed Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/23/1996,3,23,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,1,female ,adult,USA,US,Maryland,Allegany,Sideling Hill Creek,Stottlemeyer Rd.,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,146,-78.36241,39.65834
214,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,maria,"Hanson, 1942",Two-knobbed Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/11/1995,3,11,1995,vial,S.A. Grubbs,,stream,PreservedSpecimen,2,2,0,0,4,"male, female, ",adult,USA,US,Maryland,Allegany,Sideling Hill Creek,"High Germany Rd., Nature Conservancy",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,193,-78.33145,39.70867
215,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,maria,"Hanson, 1942",Two-knobbed Snowfly,accepted,species,not type,P.N. Hogan,2020,3/12/2020,3,12,2020,vial,P.N. Hogan,PNH-069-20,stream,Preservedspecimen,0,1,0,0,1,female,adult,USA,US,Maryland,Garrett,Dry Run,"bridge over Dry Run along Savage River Rd., north of intersection with Dry Run Rd., Savage River State Forest",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,453,-79.14468,39.5231
216,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,maria,"Hanson, 1942",Two-knobbed Snowfly,accepted,species,not type,P.N. Hogan,2020,3/10/2020,3,10,2020,vial,P.N. Hogan,PNH-040-20,stream,Preservedspecimen,1,0,0,0,1,male,adult,USA,US,Maryland,Washington,Chesapeake & Ohio Canal,Hancock Maryland Parking for Chesapeake & Ohio Canal,10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,127,-78.17793,39.69807
217,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,maria,"Hanson, 1942",Two-knobbed Snowfly,accepted,species,not type,P.N. Hogan,2020,3/10/2020,3,10,2020,vial,P.N. Hogan,PNH-046-20,stream,Preservedspecimen,4,3,0,0,7,"male, female",adult,USA,US,Maryland,Washington,Sideling Hill Creek,"High Germany Rd., just off I-68, Sideling Hill Nature Conservancy",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,190,-78.33141,39.70864
218,Collection,INHS,Insect Collection 790541,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,R.E. DeWalt,2013,3/12/2013,3,12,2013,Vial,R.E. DeWalt,,,,1,0,0,0,1,,,USA,US,Maryland,Allegany,Flintstone Creek,Flintstone,10000,,,,Maryland Plecoptera Project,No restrictions,,248,-78.56806,39.70306
219,Collection,INHS,Plecoptera 10072,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,2/13/1938,2,13,1938,Vial,R.E. Yeatter,,,,4,2,0,0,6,,,USA,US,Maryland,Allegany,,10 mi E Cumberland,10000,,,,Maryland Plecoptera Project,No restrictions,,337,-78.6323,39.653
220,Collection,INHS,Plecoptera 10040,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,12/30/1934,12,30,1934,Vial,"T.H. Frison, H.H. Ross",,,,1,0,0,0,1,,,USA,US,Maryland,Allegany,Evitt's Creek,North Branch,1000,,,,Maryland Plecoptera Project,No restrictions,,188,-78.7364,39.6266
221,Collection,INHS,Plecoptera 10045,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,12/30/1934,12,30,1934,Vial,"T.H. Frison, H.H. Ross",,,,4,2,0,0,6,,,USA,US,Maryland,Allegany,Town Creek,Flintstone,1000,,,,Maryland Plecoptera Project,No restrictions,,235,-78.548,39.6952
222,Collection,INHS,Plecoptera 10046,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,12/30/1934,12,30,1934,Vial,"T.H. Frison, H.H. Ross",,,,1,1,0,0,2,,,USA,US,Maryland,Allegany,Flintstone Creek,Flintstone,10000,,,,Maryland Plecoptera Project,No restrictions,,248,-78.56806,39.70306
223,Collection,INHS,Plecoptera 10047,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,12/30/1934,12,30,1934,Vial,"T.H. Frison, H.H. Ross",,,,9,0,0,0,9,,,USA,US,Maryland,Allegany,Flintstone Creek,Flintstone,10000,,,,Maryland Plecoptera Project,No restrictions,,248,-78.56806,39.70306
224,Collection,INHS,Plecoptera 10048,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,12/30/1934,12,30,1934,Vial,"T.H. Frison, H.H. Ross",,,,1,0,0,0,1,,,USA,US,Maryland,Allegany,Flintstone Creek,Flintstone,10000,,,,Maryland Plecoptera Project,No restrictions,,248,-78.56806,39.70306
225,Collection,INHS,Plecoptera 10049,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,12/30/1934,12,30,1934,Vial,"T.H. Frison, H.H. Ross",,,,1,0,0,0,1,,,USA,US,Maryland,Allegany,Flintstone Creek,Flintstone,10000,,,,Maryland Plecoptera Project,No restrictions,,248,-78.56806,39.70306
226,Collection,INHS,Plecoptera 10041,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,12/30/1934,12,30,1934,Vial,"T.H. Frison, H.H. Ross",,,,2,0,0,0,2,,,USA,US,Maryland,Allegany,,Piney Grove,1000,,,,Maryland Plecoptera Project,No restrictions,,289,-78.37724,39.70592
227,Collection,INHS,Plecoptera 10042,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,12/30/1934,12,30,1934,Vial,"T.H. Frison, H.H. Ross",,,,5,2,0,0,7,,,USA,US,Maryland,Allegany,,Piney Grove,1000,,,,Maryland Plecoptera Project,No restrictions,,289,-78.37724,39.70592
228,Collection,INHS,Plecoptera 10043,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,12/30/1934,12,30,1934,Vial,"T.H. Frison, H.H. Ross",,,,2,2,0,0,4,,,USA,US,Maryland,Allegany,,Piney Grove,1000,,,,Maryland Plecoptera Project,No restrictions,,289,-78.37724,39.70592
229,Collection,RFSC,Plecoptera 16984,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,2/14/1996,2,14,1996,Vial,R.F. Surdick,,stream,PreservedSpecimen,0,0,0,0,0,,,USA,US,Maryland,Allegany,tributaries of Town Creek,"Wagner Road, Northeast of Oldtown",10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No restrictions,"Letter to Dr. Scott Grubbs, year uncertain",229,-78.58585,39.56934
230,Collection,RFSC,Plecoptera 16985,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,2/14/1996,2,14,1996,Vial,R.F. Surdick,,stream,PreservedSpecimen,0,0,0,0,0,,,USA,US,Maryland,Allegany,,Dickerson Hollow and Rush,100,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No restrictions,"Letter to Dr. Scott Grubbs, year uncertain",267,-78.59874,39.69228
231,Collection,RFSC,Plecoptera 16986,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,2/14/1996,2,14,1996,Vial,R.F. Surdick,,stream,PreservedSpecimen,0,0,0,0,0,,,USA,US,Maryland,Allegany,,Flintstone,100,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No restrictions,"Letter to Dr. Scott Grubbs, year uncertain",247,-78.56716,39.70288
232,Collection,RFSC,Plecoptera 16987,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,2/14/1996,2,14,1996,Vial,R.F. Surdick,,stream,PreservedSpecimen,0,0,0,0,0,,,USA,US,Maryland,Allegany,Town Creek,North of Pumpkin Center,100,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No restrictions,"Letter to Dr. Scott Grubbs, year uncertain",208,-78.561107,39.63853
233,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,P.N. Hogan,2020,3/11/2020,3,11,2020,vial,P.N. Hogan,PNH-051-20,stream,Preservedspecimen,0,1,0,0,1,female,adult,USA,US,Maryland,Allegany,tributary to Deep Run,"50 ft S of Fifteenmile Creek bridge over Deep Run, Green Ridge State Forest",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,232,-78.45219,39.65227
234,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,P.N. Hogan,2020,3/11/2020,3,11,2020,vial,P.N. Hogan,PNH-056-20,stream,Preservedspecimen,2,0,0,0,2,male,adult,USA,US,Maryland,Allegany,Sideling Hill Creek,"Ziegler Rd., past National Guard Base",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,135,-78.34407,39.64959
235,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,P.N. Hogan,2020,3/11/2020,3,11,2020,vial,P.N. Hogan,PNH-058-20,stream,Preservedspecimen,1,0,0,0,1,male,adult,USA,US,Maryland,Allegany,Fifteen Mile Creek,"first bridge on Fifteenmile Creek Rd., N of US-40, Green Ridge State Forest",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,225,-78.45456,39.68648
236,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/11/1995,3,11,1995,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,1,female ,adult,USA,US,Maryland,Allegany,Flintstone Creek,Black Valley Rd.,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,251,-78.56645,39.70791
237,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/24/1996,2,24,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,23,0,0,0,1,male,adult,USA,US,Maryland,Allegany,Jennings Run,"Rte. 36, 1.5 mi W Rte. 35",10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,252,-78.81438,39.69748
238,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/24/1996,2,24,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,0,0,0,1,male,adult,USA,US,Maryland,Allegany,North Branch Jennings Run,"Rte. 47, 0.8 mi N Rte. 36",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,305,-78.84379,39.70381
239,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/16/1996,3,16,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,3,20,0,0,1,male,adult,USA,US,Maryland,Allegany,North Branch Jennings Run,"Rte. 47, 0.8 mi N Rte. 36",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,305,-78.84379,39.70381
240,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/23/1996,3,23,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,4,0,0,1,female ,adult,USA,US,Maryland,Allegany,Sideling Hill Creek,Stottlemeyer Rd.,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,146,-78.36241,39.65834
241,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/7/1997,3,7,1997,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,0,0,0,1,female ,adult,USA,US,Maryland,Allegany,"spring, Big Run","Kirk Rd., 0.5 mi E Green Ridge Rd.",10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,315,-78.50908,39.5749
242,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/7/1997,3,7,1997,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,1,female ,adult,USA,US,Maryland,Allegany,"spring, Black Sulphur Run","Williams Rd., 0.5 mi NE Troutman Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,395,-78.52963,39.66716
243,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/11/1996,2,11,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,17,10,0,0,1,male,adult,USA,US,Maryland,Allegany,"spring, Fifteenmile Creek","Fifteenmile Creek Rd., 0.4 mi S I-68",10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,0,-78.45842,39.6709
244,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/23/1996,3,23,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,3,5,0,0,1,female ,adult,USA,US,Maryland,Allegany,"spring, Fifteenmile Creek","Dug Hill Rd., 0.2 mi NE Fifteenmile Creek Rd.",10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,207,-78.43559,39.65691
245,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/12/1995,3,12,1995,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,1,female ,adult,USA,US,Maryland,Allegany,"tributary, Fifteenmile Creek",Rte. 144,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,232,-78.4696,39.67727
246,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/16/1996,3,16,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,2,0,0,1,female ,adult,USA,US,Maryland,Allegany,"tributary, Fifteenmile Creek","Fifteenmile Creek Rd., 1.1 mi N U.S. 40",10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,229,-78.45422,39.68933
247,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/16/1996,3,16,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,1,female ,adult,USA,US,Maryland,Allegany,"tributary, Fifteenmile Creek","Fifteenmile Creek Rd., 0.7 mi N U.S. 40, along Pine Lick Hollow Segment Trail",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,229,-78.45213,39.69319
248,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/17/1996,3,17,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,0,0,0,1,male,adult,USA,US,Maryland,Allegany,"tributary, Fifteenmile Creek","Orleans Rd. S, 5.3 mi S U.S. 40",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,152,-78.38458,39.63139
249,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,4/13/1996,4,13,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,1,female ,adult,USA,US,Maryland,Allegany,"tributary, Fifteenmile Creek","Davis Rd., 0.7 mi NW Rte. 144",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,238,-78.47291,39.68341
250,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/7/1997,3,7,1997,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,1,male,adult,USA,US,Maryland,Allegany,"tributary, Maple Run","Twigg Rd., 0.2 mi SW Mertens Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,298,-78.51517,39.64829
